Resamples:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
CricketZ,0.6974358974358974,0.7564102564102564,0.7615384615384615,0.7205128205128205,0.717948717948718,0.7256410256410256,0.7692307692307693,0.7410256410256411,0.7564102564102564,0.7487179487179487,0.7282051282051282,0.7076923076923077,0.7333333333333333,0.7282051282051282,0.7307692307692307,0.7333333333333333,0.717948717948718,0.7333333333333333,0.764102564102564,0.6974358974358974,0.7102564102564103,0.7333333333333333,0.7461538461538462,0.7743589743589744,0.7333333333333333,0.7205128205128205,0.7333333333333333,0.735897435897436,0.7743589743589744,0.7410256410256411
Crop,0.5815476190476191,0.5853571428571429,0.5835119047619047,0.582202380952381,0.5863095238095238,0.5863690476190476,0.5835119047619047,0.5853571428571429,0.5852380952380952,0.5875,0.5796428571428571,0.5858928571428571,0.5789285714285715,0.5875,0.5825,0.5797619047619048,0.5799404761904762,0.585654761904762,0.5904166666666667,0.5817857142857142,0.5853571428571429,0.5824404761904762,0.5888690476190476,0.5813690476190476,0.5861309523809524,0.580952380952381,0.5870238095238095,0.5873809523809523,0.5833333333333334,0.5870833333333333
DiatomSizeReduction,0.9705882352941176,0.8333333333333334,0.8856209150326797,0.8823529411764706,0.9575163398692811,0.8790849673202614,0.9836601307189542,0.9183006535947712,0.869281045751634,0.8725490196078431,0.9869281045751634,0.8954248366013072,0.8888888888888888,0.8790849673202614,0.9477124183006536,0.8856209150326797,0.8921568627450981,0.8856209150326797,0.8660130718954249,0.8921568627450981,0.8921568627450981,0.8921568627450981,0.8856209150326797,0.8823529411764706,0.9705882352941176,0.8921568627450981,0.8823529411764706,0.9705882352941176,0.9738562091503268,0.9019607843137255
DistalPhalanxOutlineAgeGroup,0.7194244604316546,0.7482014388489209,0.6834532374100719,0.7697841726618705,0.7697841726618705,0.7338129496402878,0.7841726618705036,0.7841726618705036,0.762589928057554,0.7410071942446043,0.7482014388489209,0.7769784172661871,0.7841726618705036,0.7553956834532374,0.8129496402877698,0.7553956834532374,0.762589928057554,0.7697841726618705,0.7410071942446043,0.7841726618705036,0.7338129496402878,0.7913669064748201,0.7985611510791367,0.7482014388489209,0.7553956834532374,0.7985611510791367,0.7769784172661871,0.8345323741007195,0.7194244604316546,0.7697841726618705
DistalPhalanxOutlineCorrect,0.782608695652174,0.8333333333333334,0.8152173913043478,0.8478260869565217,0.8152173913043478,0.822463768115942,0.7971014492753623,0.8188405797101449,0.8115942028985508,0.8043478260869565,0.8115942028985508,0.8188405797101449,0.8115942028985508,0.7789855072463768,0.7934782608695652,0.8478260869565217,0.7971014492753623,0.8405797101449275,0.8043478260869565,0.8405797101449275,0.7898550724637681,0.782608695652174,0.8007246376811594,0.8043478260869565,0.8152173913043478,0.8115942028985508,0.8369565217391305,0.8478260869565217,0.7898550724637681,0.8079710144927537
DistalPhalanxTW,0.7122302158273381,0.6690647482014388,0.6762589928057554,0.7122302158273381,0.6402877697841727,0.7122302158273381,0.697841726618705,0.6762589928057554,0.6690647482014388,0.6690647482014388,0.7050359712230215,0.7122302158273381,0.6834532374100719,0.6690647482014388,0.7050359712230215,0.6834532374100719,0.6546762589928058,0.6906474820143885,0.7122302158273381,0.7122302158273381,0.697841726618705,0.6690647482014388,0.6474820143884892,0.6906474820143885,0.6834532374100719,0.6474820143884892,0.6906474820143885,0.697841726618705,0.697841726618705,0.6834532374100719
ECG200,0.88,0.86,0.82,0.88,0.87,0.84,0.85,0.91,0.89,0.87,0.83,0.8,0.88,0.81,0.88,0.89,0.84,0.9,0.84,0.81,0.81,0.86,0.88,0.84,0.8,0.82,0.84,0.9,0.84,0.91
ECG5000,0.9397777777777778,0.9351111111111111,0.948,0.9391111111111111,0.9437777777777778,0.9402222222222222,0.9457777777777778,0.9457777777777778,0.944,0.9384444444444444,0.9426666666666667,0.9431111111111111,0.9464444444444444,0.9455555555555556,0.9371111111111111,0.9451111111111111,0.9351111111111111,0.9408888888888889,0.9315555555555556,0.9444444444444444,0.9428888888888889,0.9453333333333334,0.9466666666666667,0.9446666666666667,0.9428888888888889,0.9462222222222222,0.9466666666666667,0.9453333333333334,0.9402222222222222,0.9391111111111111
ECGFiveDays,0.9790940766550522,0.9744483159117305,0.9732868757259001,0.9454123112659698,0.9465737514518002,0.9326364692218351,0.991869918699187,0.9988385598141696,0.9988385598141696,0.9442508710801394,0.9976771196283392,0.9930313588850174,0.9314750290360047,0.975609756097561,0.8861788617886179,0.9976771196283392,0.9976771196283392,0.9558652729384437,0.9709639953542393,0.9814169570267132,0.8896631823461092,0.9779326364692218,0.9988385598141696,0.9883855981416957,0.9790940766550522,0.9488966318234611,0.983739837398374,0.943089430894309,0.943089430894309,0.9396051103368177
EOGHorizontalSignal,0.47790055248618785,0.6022099447513812,0.6022099447513812,0.6104972375690608,0.5883977900552486,0.5966850828729282,0.6215469613259669,0.6132596685082873,0.6187845303867403,0.6022099447513812,0.6187845303867403,0.6408839779005525,0.6270718232044199,0.5773480662983426,0.6160220994475138,0.580110497237569,0.6077348066298343,0.6243093922651933,0.6104972375690608,0.6022099447513812,0.5718232044198895,0.6408839779005525,0.6270718232044199,0.5883977900552486,0.5994475138121547,0.6049723756906077,0.5911602209944752,0.585635359116022,0.6132596685082873,0.5607734806629834
EOGVerticalSignal,0.4116022099447514,0.5276243093922652,0.494475138121547,0.5,0.47513812154696133,0.5331491712707183,0.5276243093922652,0.5276243093922652,0.5414364640883977,0.5165745856353591,0.5718232044198895,0.5303867403314917,0.5441988950276243,0.5,0.5607734806629834,0.5386740331491713,0.5552486187845304,0.5359116022099447,0.5138121546961326,0.5276243093922652,0.5441988950276243,0.5193370165745856,0.56353591160221,0.56353591160221,0.580110497237569,0.5441988950276243,0.56353591160221,0.5082872928176796,0.5276243093922652,0.5359116022099447
Earthquakes,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7410071942446043,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209
ElectricDevices,0.6412916612631306,0.765789132408248,0.7692906237842044,0.7726624302943846,0.7731811697574893,0.77214369083128,0.769031254052652,0.769031254052652,0.7654000778109195,0.7773310854623265,0.7600829983140968,0.7550252885488263,0.7656594475424718,0.7620282713007392,0.7665672416029049,0.7678640902606666,0.7746077032810271,0.7648813383478148,0.7612501621060822,0.7711062119050707,0.7663078718713526,0.7633251199585008,0.7718843210997277,0.7694203086499806,0.7716249513681753,0.761898586434963,0.7725327454286085,0.7700687329788614,0.7691609389184282,0.7668266113344573
EthanolLevel,0.644,0.72,0.686,0.714,0.738,0.712,0.694,0.696,0.744,0.712,0.712,0.666,0.702,0.718,0.71,0.71,0.688,0.702,0.71,0.7,0.698,0.728,0.73,0.682,0.718,0.674,0.73,0.682,0.726,0.714
FaceAll,0.7502958579881657,0.921301775147929,0.9183431952662722,0.919526627218935,0.9159763313609467,0.9449704142011834,0.9384615384615385,0.9266272189349113,0.9420118343195266,0.9396449704142011,0.9100591715976332,0.9272189349112426,0.929585798816568,0.9165680473372781,0.9189349112426035,0.9088757396449704,0.9242603550295858,0.9177514792899408,0.9254437869822485,0.9106508875739645,0.9071005917159763,0.9284023668639053,0.927810650887574,0.9491124260355029,0.9124260355029585,0.9313609467455621,0.9331360946745562,0.9236686390532545,0.9272189349112426,0.9142011834319527
FaceFour,0.4431818181818182,0.4318181818181818,0.45454545454545453,0.4772727272727273,0.4318181818181818,0.5227272727272727,0.4659090909090909,0.48863636363636365,0.5,0.5454545454545454,0.5113636363636364,0.4318181818181818,0.5,0.38636363636363635,0.45454545454545453,0.38636363636363635,0.45454545454545453,0.4431818181818182,0.4318181818181818,0.4659090909090909,0.4431818181818182,0.38636363636363635,0.5,0.6022727272727273,0.45454545454545453,0.375,0.4772727272727273,0.2840909090909091,0.5,0.3068181818181818
FacesUCR,0.8053658536585366,0.8034146341463415,0.8317073170731707,0.82,0.8234146341463414,0.8390243902439024,0.8395121951219512,0.8126829268292682,0.8248780487804878,0.868780487804878,0.8448780487804878,0.8034146341463415,0.833170731707317,0.8370731707317073,0.8092682926829269,0.8468292682926829,0.817560975609756,0.7965853658536586,0.8165853658536585,0.8360975609756097,0.8180487804878048,0.7609756097560976,0.7995121951219513,0.7965853658536586,0.8239024390243902,0.8102439024390244,0.8517073170731707,0.8224390243902439,0.8278048780487804,0.8478048780487805
FiftyWords,0.6285714285714286,0.6307692307692307,0.6263736263736264,0.610989010989011,0.621978021978022,0.6197802197802198,0.6263736263736264,0.6241758241758242,0.643956043956044,0.6043956043956044,0.6,0.6285714285714286,0.676923076923077,0.6153846153846154,0.6395604395604395,0.6241758241758242,0.6351648351648351,0.6,0.6153846153846154,0.6417582417582418,0.6307692307692307,0.6417582417582418,0.6373626373626373,0.6175824175824176,0.6263736263736264,0.6175824175824176,0.6395604395604395,0.6021978021978022,0.621978021978022,0.6351648351648351
Fish,0.88,0.92,0.88,0.8742857142857143,0.9085714285714286,0.88,0.92,0.9028571428571428,0.9142857142857143,0.92,0.8742857142857143,0.8571428571428571,0.9142857142857143,0.88,0.8971428571428571,0.8914285714285715,0.8857142857142857,0.8457142857142858,0.8742857142857143,0.8685714285714285,0.8628571428571429,0.9257142857142857,0.8628571428571429,0.8628571428571429,0.8857142857142857,0.9028571428571428,0.9257142857142857,0.8857142857142857,0.8971428571428571,0.8685714285714285
FordA,0.925,0.9295454545454546,0.9075757575757576,0.9257575757575758,0.918939393939394,0.918939393939394,0.9045454545454545,0.9303030303030303,0.9257575757575758,0.9196969696969697,0.9212121212121213,0.9272727272727272,0.9136363636363637,0.9196969696969697,0.9143939393939394,0.9181818181818182,0.921969696969697,0.9037878787878788,0.9181818181818182,0.918939393939394,0.9090909090909091,0.9356060606060606,0.928030303030303,0.9242424242424242,0.9272727272727272,0.9083333333333333,0.9181818181818182,0.9265151515151515,0.9257575757575758,0.9174242424242425
FordB,0.7814814814814814,0.9,0.908641975308642,0.9123456790123456,0.9098765432098765,0.8950617283950617,0.8925925925925926,0.9037037037037037,0.917283950617284,0.8925925925925926,0.8938271604938272,0.8888888888888888,0.9024691358024691,0.9061728395061729,0.9098765432098765,0.8962962962962963,0.9012345679012346,0.9074074074074074,0.8901234567901235,0.9,0.8839506172839506,0.8962962962962963,0.8962962962962963,0.908641975308642,0.891358024691358,0.8876543209876543,0.9123456790123456,0.9024691358024691,0.8962962962962963,0.8802469135802469
FreezerRegularTrain,0.9705263157894737,0.9747368421052631,0.9540350877192982,0.9364912280701755,0.9305263157894736,0.9680701754385965,0.9312280701754386,0.9642105263157895,0.9940350877192983,0.9301754385964912,0.9670175438596491,0.9508771929824561,0.9849122807017544,0.9691228070175438,0.991578947368421,0.9866666666666667,0.9821052631578947,0.9526315789473684,0.976140350877193,0.987719298245614,0.988421052631579,0.9719298245614035,0.9792982456140351,0.9873684210526316,0.9775438596491228,0.9701754385964912,0.9775438596491228,0.9796491228070175,0.9757894736842105,0.9719298245614035
FreezerSmallTrain,0.6782456140350878,0.7519298245614036,0.23403508771929823,0.7459649122807017,0.7533333333333333,0.7557894736842106,0.7519298245614036,0.7666666666666667,0.7501754385964913,0.7624561403508772,0.7519298245614036,0.7628070175438596,0.723859649122807,0.7568421052631579,0.7473684210526316,0.6898245614035088,0.732280701754386,0.7610526315789473,0.7621052631578947,0.7357894736842105,0.7564912280701754,0.2519298245614035,0.783157894736842,0.6750877192982456,0.2592982456140351,0.7575438596491229,0.7659649122807017,0.7575438596491229,0.6343859649122807,0.7175438596491228
GunPoint,0.86,0.9666666666666667,0.9466666666666667,0.9,0.9733333333333334,0.8866666666666667,0.98,0.9666666666666667,0.9666666666666667,0.9933333333333333,0.8933333333333333,0.9333333333333333,0.9466666666666667,0.96,0.94,0.9733333333333334,0.9933333333333333,0.9466666666666667,0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9533333333333334,0.98,0.9666666666666667,0.9333333333333333,0.92,0.9666666666666667,0.94,0.98,0.96
GunPointAgeSpan,0.7183544303797469,0.7310126582278481,0.7689873417721519,0.75,0.7626582278481012,0.7341772151898734,0.8037974683544303,0.7658227848101266,0.7626582278481012,0.7183544303797469,0.7088607594936709,0.7468354430379747,0.7341772151898734,0.7658227848101266,0.7468354430379747,0.7246835443037974,0.7151898734177216,0.7563291139240507,0.7278481012658228,0.7563291139240507,0.7721518987341772,0.6962025316455697,0.7784810126582279,0.7088607594936709,0.7816455696202531,0.7531645569620253,0.7436708860759493,0.7373417721518988,0.75,0.7373417721518988
GunPointMaleVersusFemale,0.8037974683544303,0.7563291139240507,0.8322784810126582,0.8006329113924051,0.8481012658227848,0.8227848101265823,0.8037974683544303,0.7658227848101266,0.7436708860759493,0.7784810126582279,0.8227848101265823,0.8481012658227848,0.8227848101265823,0.8639240506329114,0.8639240506329114,0.8575949367088608,0.8607594936708861,0.8449367088607594,0.7848101265822784,0.8386075949367089,0.8607594936708861,0.8417721518987342,0.7246835443037974,0.8354430379746836,0.7753164556962026,0.8037974683544303,0.819620253164557,0.8417721518987342,0.7943037974683544,0.7689873417721519
GunPointOldVersusYoung,0.7523809523809524,0.7365079365079366,0.7301587301587301,0.7111111111111111,0.7333333333333333,0.7111111111111111,0.7142857142857143,0.7523809523809524,0.7555555555555555,0.7428571428571429,0.7523809523809524,0.7174603174603175,0.7333333333333333,0.7396825396825397,0.746031746031746,0.780952380952381,0.726984126984127,0.7555555555555555,0.7619047619047619,0.7428571428571429,0.7619047619047619,0.7523809523809524,0.7523809523809524,0.765079365079365,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7396825396825397,0.7301587301587301,0.7396825396825397
Ham,0.6857142857142857,0.8571428571428571,0.7428571428571429,0.8666666666666667,0.780952380952381,0.7238095238095238,0.8,0.819047619047619,0.8095238095238095,0.8,0.780952380952381,0.8285714285714286,0.7238095238095238,0.7619047619047619,0.8285714285714286,0.8476190476190476,0.7904761904761904,0.7619047619047619,0.7142857142857143,0.819047619047619,0.7619047619047619,0.819047619047619,0.780952380952381,0.8476190476190476,0.8285714285714286,0.8380952380952381,0.7523809523809524,0.8666666666666667,0.780952380952381,0.8666666666666667
HandOutlines,0.9135135135135135,0.9135135135135135,0.8945945945945946,0.9108108108108108,0.927027027027027,0.9054054054054054,0.9027027027027027,0.8945945945945946,0.8810810810810811,0.8918918918918919,0.9297297297297298,0.8945945945945946,0.9081081081081082,0.9162162162162162,0.9081081081081082,0.9054054054054054,0.9027027027027027,0.9054054054054054,0.9162162162162162,0.9459459459459459,0.9054054054054054,0.9108108108108108,0.8837837837837837,0.9054054054054054,0.9297297297297298,0.9297297297297298,0.9135135135135135,0.8972972972972973,0.918918918918919,0.9135135135135135
Haptics,0.4448051948051948,0.487012987012987,0.4253246753246753,0.474025974025974,0.4805194805194805,0.45454545454545453,0.474025974025974,0.4772727272727273,0.44805194805194803,0.4512987012987013,0.4383116883116883,0.4642857142857143,0.4448051948051948,0.474025974025974,0.4935064935064935,0.4675324675324675,0.4383116883116883,0.4772727272727273,0.45454545454545453,0.461038961038961,0.42857142857142855,0.4935064935064935,0.487012987012987,0.4577922077922078,0.461038961038961,0.44155844155844154,0.4642857142857143,0.4448051948051948,0.474025974025974,0.44155844155844154
Herring,0.59375,0.5,0.578125,0.59375,0.5625,0.59375,0.53125,0.59375,0.59375,0.59375,0.59375,0.609375,0.59375,0.578125,0.609375,0.609375,0.546875,0.546875,0.609375,0.59375,0.59375,0.59375,0.59375,0.5625,0.578125,0.578125,0.59375,0.59375,0.59375,0.59375
HouseTwenty,0.5798319327731093,0.5798319327731093,0.42857142857142855,0.42016806722689076,0.42016806722689076,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.42016806722689076,0.5798319327731093,0.5798319327731093,0.42016806722689076,0.5798319327731093,0.5882352941176471,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.42016806722689076,0.42016806722689076,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093,0.5798319327731093
InlineSkate,0.3527272727272727,0.3927272727272727,0.42,0.4127272727272727,0.37636363636363634,0.33454545454545453,0.3690909090909091,0.41454545454545455,0.43636363636363634,0.4163636363636364,0.39454545454545453,0.33636363636363636,0.39454545454545453,0.3981818181818182,0.3509090909090909,0.4381818181818182,0.4381818181818182,0.3781818181818182,0.4109090909090909,0.3709090909090909,0.39636363636363636,0.3109090909090909,0.36363636363636365,0.44545454545454544,0.38181818181818183,0.38,0.4127272727272727,0.42,0.39636363636363636,0.40545454545454546
InsectEPGRegularTrain,0.7991967871485943,0.7269076305220884,0.8313253012048193,0.8112449799196787,0.7710843373493976,0.6506024096385542,0.570281124497992,0.8032128514056225,0.6144578313253012,0.8634538152610441,0.7670682730923695,0.570281124497992,0.7951807228915663,0.6827309236947792,0.642570281124498,0.8152610441767069,0.8433734939759037,0.8353413654618473,0.8072289156626506,0.5903614457831325,0.7751004016064257,0.9156626506024096,0.8473895582329317,0.6987951807228916,0.8433734939759037,0.9036144578313253,0.6626506024096386,0.6907630522088354,0.8273092369477911,0.7068273092369478
InsectEPGSmallTrain,0.4738955823293173,0.3895582329317269,0.4738955823293173,0.357429718875502,0.46184738955823296,0.5140562248995983,0.357429718875502,0.4738955823293173,0.5421686746987951,0.357429718875502,0.36947791164658633,0.43775100401606426,0.3333333333333333,0.5020080321285141,0.357429718875502,0.39759036144578314,0.37751004016064255,0.4738955823293173,0.6265060240963856,0.357429718875502,0.357429718875502,0.6947791164658634,0.3654618473895582,0.40562248995983935,0.357429718875502,0.357429718875502,0.4738955823293173,0.46586345381526106,0.46987951807228917,0.321285140562249
InsectWingbeatSound,0.6121212121212121,0.6070707070707071,0.6146464646464647,0.5752525252525252,0.5969696969696969,0.47474747474747475,0.6101010101010101,0.6186868686868687,0.5797979797979798,0.5858585858585859,0.6035353535353535,0.591919191919192,0.593939393939394,0.6035353535353535,0.6116161616161616,0.5974747474747475,0.6090909090909091,0.6085858585858586,0.601010101010101,0.6035353535353535,0.4732323232323232,0.6055555555555555,0.603030303030303,0.6080808080808081,0.5964646464646465,0.5828282828282828,0.6070707070707071,0.6005050505050505,0.603030303030303,0.604040404040404
ItalyPowerDemand,0.9543245869776482,0.9494655004859086,0.9193391642371235,0.9630709426627794,0.9514091350826045,0.9514091350826045,0.9689018464528668,0.9494655004859086,0.9640427599611273,0.9310009718172984,0.9582118561710399,0.9465500485908649,0.9436345966958212,0.9125364431486881,0.9397473275024295,0.9504373177842566,0.9514091350826045,0.9387755102040817,0.9416909620991254,0.9475218658892128,0.9533527696793003,0.9271137026239067,0.9582118561710399,0.9582118561710399,0.9514091350826045,0.93488824101069,0.9407191448007775,0.9494655004859086,0.9222546161321672,0.9523809523809523
LargeKitchenAppliances,0.7546666666666667,0.7973333333333333,0.792,0.8186666666666667,0.8106666666666666,0.824,0.8506666666666667,0.8133333333333334,0.776,0.832,0.816,0.7973333333333333,0.832,0.8373333333333334,0.816,0.8213333333333334,0.8053333333333333,0.8426666666666667,0.76,0.8293333333333334,0.7893333333333333,0.8,0.7973333333333333,0.8373333333333334,0.8053333333333333,0.7786666666666666,0.816,0.816,0.8426666666666667,0.8346666666666667
Lightning2,0.6557377049180327,0.7049180327868853,0.7049180327868853,0.8524590163934426,0.7377049180327869,0.7540983606557377,0.7213114754098361,0.7213114754098361,0.6229508196721312,0.7377049180327869,0.819672131147541,0.6557377049180327,0.7049180327868853,0.7049180327868853,0.7377049180327869,0.8032786885245902,0.5409836065573771,0.7868852459016393,0.7540983606557377,0.7377049180327869,0.6557377049180327,0.7377049180327869,0.7213114754098361,0.6721311475409836,0.639344262295082,0.6557377049180327,0.7540983606557377,0.7540983606557377,0.7868852459016393,0.7213114754098361
Lightning7,0.6164383561643836,0.6712328767123288,0.6438356164383562,0.726027397260274,0.5753424657534246,0.684931506849315,0.6712328767123288,0.6986301369863014,0.6575342465753424,0.6301369863013698,0.6712328767123288,0.7123287671232876,0.6438356164383562,0.7534246575342466,0.6986301369863014,0.6438356164383562,0.6575342465753424,0.6712328767123288,0.6301369863013698,0.6986301369863014,0.6712328767123288,0.7123287671232876,0.6986301369863014,0.684931506849315,0.726027397260274,0.6712328767123288,0.6575342465753424,0.726027397260274,0.726027397260274,0.6438356164383562
