Resamples:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Mallat,0.877185501066098,0.8673773987206823,0.9582089552238806,0.8413646055437101,0.911727078891258,0.9573560767590619,0.9607675906183369,0.9390191897654584,0.9577825159914712,0.8643923240938166,0.9479744136460554,0.8174840085287847,0.9415778251599147,0.8929637526652452,0.9377398720682303,0.9599147121535181,0.9411513859275054,0.9705756929637527,0.8366737739872068,0.9275053304904051,0.9688699360341151,0.9402985074626866,0.9304904051172708,0.9501066098081024,0.844776119402985,0.9633262260127932,0.8375266524520256,0.9449893390191898,0.9466950959488273,0.9321961620469084
Meat,0.95,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,0.9666666666666667,0.9666666666666667,1.0,0.9833333333333333,1.0
MedicalImages,0.7026315789473684,0.6736842105263158,0.6684210526315789,0.6763157894736842,0.6644736842105263,0.6881578947368421,0.7065789473684211,0.6763157894736842,0.6631578947368421,0.7,0.6868421052631579,0.6868421052631579,0.6578947368421053,0.6802631578947368,0.6934210526315789,0.6723684210526316,0.6881578947368421,0.675,0.6618421052631579,0.6828947368421052,0.6894736842105263,0.6907894736842105,0.675,0.6526315789473685,0.6802631578947368,0.6921052631578948,0.7,0.6736842105263158,0.6947368421052632,0.6855263157894737
MiddlePhalanxOutlineAgeGroup,0.6038961038961039,0.6818181818181818,0.6948051948051948,0.6168831168831169,0.7012987012987013,0.7077922077922078,0.6818181818181818,0.7337662337662337,0.7012987012987013,0.7207792207792207,0.6883116883116883,0.7337662337662337,0.7337662337662337,0.7467532467532467,0.6298701298701299,0.7207792207792207,0.6623376623376623,0.5714285714285714,0.7337662337662337,0.6818181818181818,0.5974025974025974,0.6688311688311688,0.7142857142857143,0.7077922077922078,0.5844155844155844,0.6818181818181818,0.7012987012987013,0.6818181818181818,0.7142857142857143,0.6493506493506493
MiddlePhalanxOutlineCorrect,0.8109965635738832,0.8316151202749141,0.8109965635738832,0.845360824742268,0.8556701030927835,0.8213058419243986,0.8281786941580757,0.8281786941580757,0.8384879725085911,0.8144329896907216,0.8419243986254296,0.8384879725085911,0.8109965635738832,0.7972508591065293,0.8419243986254296,0.8419243986254296,0.8144329896907216,0.8350515463917526,0.8350515463917526,0.8384879725085911,0.7972508591065293,0.8281786941580757,0.8213058419243986,0.8419243986254296,0.865979381443299,0.7938144329896907,0.7938144329896907,0.8487972508591065,0.8075601374570447,0.8350515463917526
MiddlePhalanxTW,0.5909090909090909,0.5714285714285714,0.5844155844155844,0.5584415584415584,0.577922077922078,0.564935064935065,0.5584415584415584,0.6103896103896104,0.6168831168831169,0.577922077922078,0.6298701298701299,0.5844155844155844,0.5584415584415584,0.5584415584415584,0.5714285714285714,0.5844155844155844,0.5974025974025974,0.5454545454545454,0.577922077922078,0.6038961038961039,0.6298701298701299,0.5974025974025974,0.5974025974025974,0.6103896103896104,0.6038961038961039,0.5974025974025974,0.5714285714285714,0.577922077922078,0.5909090909090909,0.6168831168831169
MixedShapesRegularTrain,0.9101030927835052,0.9092783505154639,0.9084536082474227,0.9068041237113402,0.9030927835051547,0.9035051546391752,0.8985567010309279,0.9109278350515464,0.9084536082474227,0.9105154639175258,0.9154639175257732,0.9138144329896907,0.9063917525773196,0.9167010309278351,0.9167010309278351,0.9092783505154639,0.9051546391752577,0.9084536082474227,0.9187628865979381,0.9043298969072165,0.9129896907216495,0.9063917525773196,0.8985567010309279,0.9043298969072165,0.9014432989690722,0.8882474226804123,0.9216494845360824,0.9183505154639175,0.9068041237113402,0.9175257731958762
MixedShapesSmallTrain,0.8746391752577319,0.8602061855670103,0.8783505154639175,0.8474226804123711,0.8383505154639175,0.8511340206185567,0.8251546391752578,0.8301030927835051,0.8734020618556702,0.8437113402061855,0.8564948453608248,0.8804123711340206,0.8610309278350515,0.8548453608247423,0.8503092783505155,0.862680412371134,0.8618556701030928,0.8544329896907217,0.8651546391752577,0.8750515463917525,0.8548453608247423,0.8272164948453609,0.8424742268041238,0.8618556701030928,0.8684536082474227,0.8663917525773196,0.8758762886597938,0.8602061855670103,0.8367010309278351,0.8564948453608248
MoteStrain,0.7060702875399361,0.7651757188498403,0.707667731629393,0.7260383386581469,0.7883386581469649,0.7196485623003195,0.30910543130990414,0.7404153354632588,0.7795527156549521,0.7468051118210862,0.7707667731629393,0.41613418530351437,0.810702875399361,0.713258785942492,0.7308306709265175,0.7108626198083067,0.7547923322683706,0.7795527156549521,0.737220447284345,0.26118210862619806,0.7260383386581469,0.8003194888178914,0.7204472843450479,0.7563897763578274,0.6333865814696485,0.7691693290734825,0.6861022364217252,0.28115015974440893,0.7396166134185304,0.762779552715655
NonInvasiveFetalECGThorax1,0.9338422391857506,0.9190839694656489,0.9246819338422392,0.927735368956743,0.9231552162849873,0.9155216284987278,0.927735368956743,0.9221374045801527,0.9246819338422392,0.9267175572519084,0.9221374045801527,0.9241730279898219,0.9363867684478372,0.9246819338422392,0.9307888040712469,0.9170483460559796,0.9302798982188295,0.9287531806615776,0.9241730279898219,0.9318066157760814,0.9211195928753181,0.9216284987277353,0.927735368956743,0.9216284987277353,0.9318066157760814,0.9190839694656489,0.9272264631043257,0.9211195928753181,0.9251908396946565,0.9206106870229007
NonInvasiveFetalECGThorax2,0.9486005089058525,0.934351145038168,0.9394402035623409,0.9475826972010178,0.9450381679389313,0.9475826972010178,0.9419847328244275,0.9424936386768448,0.9374045801526718,0.9465648854961832,0.9480916030534351,0.9475826972010178,0.9506361323155216,0.9475826972010178,0.9496183206106871,0.9480916030534351,0.9496183206106871,0.9419847328244275,0.9358778625954198,0.9501272264631043,0.9486005089058525,0.9460559796437659,0.9470737913486005,0.9577608142493639,0.9435114503816794,0.9384223918575063,0.9435114503816794,0.9516539440203562,0.9475826972010178,0.9455470737913486
OSULeaf,0.6818181818181818,0.628099173553719,0.71900826446281,0.6735537190082644,0.6735537190082644,0.640495867768595,0.7107438016528925,0.6776859504132231,0.6487603305785123,0.6818181818181818,0.6652892561983471,0.6611570247933884,0.6528925619834711,0.6611570247933884,0.6859504132231405,0.6735537190082644,0.6776859504132231,0.6652892561983471,0.6776859504132231,0.6198347107438017,0.6735537190082644,0.6694214876033058,0.6157024793388429,0.640495867768595,0.6900826446280992,0.7024793388429752,0.6859504132231405,0.6694214876033058,0.628099173553719,0.6528925619834711
OliveOil,0.8333333333333334,0.8333333333333334,0.8,0.8333333333333334,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.9,0.8333333333333334,0.8,0.8,0.7333333333333333,0.8666666666666667,0.7666666666666667,0.8333333333333334,0.8333333333333334,0.7666666666666667,0.8333333333333334,0.8333333333333334,0.8666666666666667,0.8,0.7,0.8666666666666667,0.9,0.8666666666666667,0.8666666666666667,0.8333333333333334,0.8,0.8333333333333334,0.8
PhalangesOutlinesCorrect,0.789044289044289,0.782051282051282,0.8018648018648019,0.7983682983682984,0.7599067599067599,0.8053613053613053,0.8076923076923077,0.7948717948717948,0.7983682983682984,0.8053613053613053,0.7797202797202797,0.8041958041958042,0.7843822843822844,0.7680652680652681,0.8065268065268065,0.7797202797202797,0.796037296037296,0.7867132867132867,0.7797202797202797,0.7855477855477856,0.8053613053613053,0.7878787878787878,0.7913752913752914,0.7983682983682984,0.7983682983682984,0.7995337995337995,0.7855477855477856,0.8158508158508159,0.782051282051282,0.7995337995337995
Phoneme,0.1872362869198312,0.169831223628692,0.17352320675105484,0.1550632911392405,0.18248945147679324,0.16508438818565402,0.1719409282700422,0.17405063291139242,0.18143459915611815,0.18881856540084388,0.18881856540084388,0.14873417721518986,0.18934599156118143,0.18037974683544303,0.1518987341772152,0.1751054852320675,0.1877637130801688,0.18934599156118143,0.18670886075949367,0.18143459915611815,0.17457805907172996,0.1872362869198312,0.19251054852320676,0.1877637130801688,0.14820675105485231,0.17088607594936708,0.1872362869198312,0.17352320675105484,0.18037974683544303,0.169831223628692
PigAirwayPressure,0.019230769230769232,0.028846153846153848,0.028846153846153848,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.03365384615384615,0.02403846153846154,0.019230769230769232,0.03365384615384615,0.028846153846153848,0.019230769230769232,0.03365384615384615,0.03365384615384615,0.019230769230769232,0.03365384615384615,0.019230769230769232,0.03365384615384615,0.028846153846153848,0.028846153846153848,0.019230769230769232,0.028846153846153848,0.028846153846153848,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.03365384615384615,0.03365384615384615,0.02403846153846154,0.028846153846153848
PigArtPressure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PigCVP,0.04326923076923077,0.057692307692307696,0.028846153846153848,0.04807692307692308,0.0625,0.04326923076923077,0.04326923076923077,0.038461538461538464,0.0625,0.038461538461538464,0.0625,0.057692307692307696,0.052884615384615384,0.052884615384615384,0.052884615384615384,0.038461538461538464,0.028846153846153848,0.07211538461538461,0.04807692307692308,0.038461538461538464,0.04807692307692308,0.057692307692307696,0.019230769230769232,0.03365384615384615,0.0625,0.052884615384615384,0.0673076923076923,0.04807692307692308,0.052884615384615384,0.03365384615384615
Plane,0.9619047619047619,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9809523809523809,0.9904761904761905,0.9904761904761905,0.9809523809523809,0.9809523809523809,0.9619047619047619,0.9809523809523809,0.9904761904761905,1.0,0.9904761904761905,0.9809523809523809,0.9619047619047619,0.9809523809523809,0.9904761904761905,0.9809523809523809,0.9619047619047619,0.9809523809523809,0.9714285714285714,0.9809523809523809,0.9904761904761905,1.0,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.9714285714285714,0.9904761904761905
PowerCons,0.8888888888888888,0.9111111111111111,0.9166666666666666,0.9277777777777778,0.9277777777777778,0.9055555555555556,0.8944444444444445,0.9111111111111111,0.9333333333333333,0.8888888888888888,0.8944444444444445,0.8611111111111112,0.9166666666666666,0.9388888888888889,0.8777777777777778,0.9333333333333333,0.9111111111111111,0.9111111111111111,0.9,0.9,0.9055555555555556,0.9166666666666666,0.8611111111111112,0.9333333333333333,0.9055555555555556,0.9277777777777778,0.9166666666666666,0.8833333333333333,0.9,0.9
ProximalPhalanxOutlineAgeGroup,0.8390243902439024,0.8780487804878049,0.8439024390243902,0.8390243902439024,0.8146341463414634,0.8292682926829268,0.8439024390243902,0.824390243902439,0.8439024390243902,0.8439024390243902,0.8439024390243902,0.8341463414634146,0.8585365853658536,0.8146341463414634,0.8731707317073171,0.8536585365853658,0.8536585365853658,0.8634146341463415,0.8682926829268293,0.8048780487804879,0.8390243902439024,0.8585365853658536,0.848780487804878,0.8780487804878049,0.848780487804878,0.8341463414634146,0.7902439024390244,0.8439024390243902,0.8731707317073171,0.8341463414634146
ProximalPhalanxOutlineCorrect,0.865979381443299,0.852233676975945,0.8625429553264605,0.8591065292096219,0.8762886597938144,0.8865979381443299,0.865979381443299,0.8487972508591065,0.872852233676976,0.8591065292096219,0.845360824742268,0.865979381443299,0.8556701030927835,0.8762886597938144,0.8625429553264605,0.8247422680412371,0.8556701030927835,0.8831615120274914,0.872852233676976,0.8762886597938144,0.845360824742268,0.8694158075601375,0.8831615120274914,0.8316151202749141,0.8316151202749141,0.8591065292096219,0.8625429553264605,0.8625429553264605,0.8694158075601375,0.852233676975945
ProximalPhalanxTW,0.8292682926829268,0.8195121951219512,0.8048780487804879,0.8390243902439024,0.8292682926829268,0.8439024390243902,0.8,0.8097560975609757,0.8146341463414634,0.8195121951219512,0.8439024390243902,0.8048780487804879,0.7902439024390244,0.8195121951219512,0.8439024390243902,0.8048780487804879,0.824390243902439,0.8292682926829268,0.7609756097560976,0.8048780487804879,0.8341463414634146,0.824390243902439,0.8,0.7951219512195122,0.8390243902439024,0.8097560975609757,0.8195121951219512,0.8146341463414634,0.8146341463414634,0.8097560975609757
RefrigerationDevices,0.48,0.5333333333333333,0.56,0.56,0.544,0.5413333333333333,0.5466666666666666,0.5626666666666666,0.5226666666666666,0.5653333333333334,0.576,0.5226666666666666,0.5333333333333333,0.576,0.52,0.5626666666666666,0.5413333333333333,0.5546666666666666,0.528,0.536,0.56,0.5653333333333334,0.592,0.544,0.4613333333333333,0.552,0.552,0.52,0.5866666666666667,0.5226666666666666
Rock,0.42,0.42,0.42,0.42,0.48,0.14,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.08,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.08,0.42,0.42,0.42,0.42,0.42,0.42,0.42
ScreenType,0.424,0.42133333333333334,0.45066666666666666,0.432,0.44533333333333336,0.4693333333333333,0.45866666666666667,0.43733333333333335,0.416,0.44266666666666665,0.4693333333333333,0.43733333333333335,0.41333333333333333,0.48,0.488,0.4746666666666667,0.43733333333333335,0.4533333333333333,0.4693333333333333,0.4613333333333333,0.392,0.424,0.4613333333333333,0.4266666666666667,0.41333333333333333,0.49866666666666665,0.45866666666666667,0.4053333333333333,0.43466666666666665,0.44266666666666665
SemgHandGenderCh2,0.8033333333333333,0.79,0.73,0.7866666666666666,0.7283333333333334,0.7516666666666667,0.74,0.8033333333333333,0.7416666666666667,0.8166666666666667,0.7983333333333333,0.7916666666666666,0.8083333333333333,0.8183333333333334,0.765,0.7966666666666666,0.765,0.8116666666666666,0.8383333333333334,0.77,0.8133333333333334,0.79,0.8033333333333333,0.7766666666666666,0.7866666666666666,0.8033333333333333,0.7983333333333333,0.8333333333333334,0.8166666666666667,0.7933333333333333
SemgHandMovementCh2,0.37333333333333335,0.3711111111111111,0.4088888888888889,0.40444444444444444,0.3977777777777778,0.4177777777777778,0.4066666666666667,0.4022222222222222,0.38666666666666666,0.4177777777777778,0.39555555555555555,0.38222222222222224,0.41555555555555557,0.4022222222222222,0.3711111111111111,0.4022222222222222,0.3933333333333333,0.3844444444444444,0.39555555555555555,0.37555555555555553,0.4177777777777778,0.4088888888888889,0.4022222222222222,0.4066666666666667,0.41333333333333333,0.4266666666666667,0.4066666666666667,0.41555555555555557,0.4288888888888889,0.4066666666666667
SemgHandSubjectCh2,0.7155555555555555,0.7911111111111111,0.7422222222222222,0.7266666666666667,0.7577777777777778,0.7577777777777778,0.7666666666666667,0.6866666666666666,0.7422222222222222,0.7488888888888889,0.7266666666666667,0.7666666666666667,0.7555555555555555,0.7977777777777778,0.7244444444444444,0.7577777777777778,0.7488888888888889,0.7444444444444445,0.7488888888888889,0.7533333333333333,0.78,0.7488888888888889,0.7711111111111111,0.7577777777777778,0.7533333333333333,0.7444444444444445,0.7555555555555555,0.7777777777777778,0.7511111111111111,0.7488888888888889
ShapeletSim,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ShapesAll,0.8066666666666666,0.76,0.8366666666666667,0.7983333333333333,0.825,0.8283333333333334,0.81,0.8116666666666666,0.8,0.8083333333333333,0.825,0.8183333333333334,0.85,0.8166666666666667,0.815,0.8033333333333333,0.825,0.8283333333333334,0.84,0.8016666666666666,0.825,0.8033333333333333,0.8116666666666666,0.82,0.785,0.79,0.8216666666666667,0.82,0.8166666666666667,0.8316666666666667
SmallKitchenAppliances,0.6746666666666666,0.6453333333333333,0.6266666666666667,0.6613333333333333,0.6666666666666666,0.6506666666666666,0.6373333333333333,0.6826666666666666,0.6506666666666666,0.6426666666666667,0.6666666666666666,0.6426666666666667,0.6106666666666667,0.632,0.6293333333333333,0.6426666666666667,0.624,0.648,0.68,0.6693333333333333,0.6133333333333333,0.6693333333333333,0.664,0.6186666666666667,0.6186666666666667,0.6293333333333333,0.64,0.656,0.6373333333333333,0.6346666666666667
SmoothSubspace,0.8333333333333334,0.8333333333333334,0.84,0.82,0.7333333333333333,0.8266666666666667,0.82,0.7866666666666666,0.84,0.8666666666666667,0.84,0.8133333333333334,0.8266666666666667,0.8333333333333334,0.8133333333333334,0.8333333333333334,0.8133333333333334,0.84,0.8666666666666667,0.8733333333333333,0.8333333333333334,0.8333333333333334,0.76,0.86,0.84,0.8,0.8333333333333334,0.82,0.86,0.82
SonyAIBORobotSurface1,0.9168053244592346,0.9434276206322796,0.9151414309484193,0.8985024958402662,0.930116472545757,0.9417637271214643,0.9251247920133111,0.47254575707154745,0.6139767054908486,0.4292845257903494,0.9334442595673876,0.9284525790349417,0.9118136439267887,0.8885191347753744,0.8885191347753744,0.9384359400998337,0.9118136439267887,0.5241264559068219,0.9417637271214643,0.8302828618968386,0.9118136439267887,0.9700499168053245,0.9001663893510815,0.9334442595673876,0.5990016638935108,0.9151414309484193,0.6589018302828619,0.9700499168053245,0.9434276206322796,0.5690515806988353
SonyAIBORobotSurface2,0.7859391395592865,0.8090241343126967,0.7785939139559287,0.7460650577124869,0.7681007345225603,0.695697796432319,0.7303252885624344,0.7292759706190975,0.8163693599160545,0.7880377754459601,0.7292759706190975,0.7670514165792235,0.7492130115424974,0.8436516264428122,0.7586568730325288,0.7911857292759706,0.8541448058761805,0.7922350472193075,0.6726128016789087,0.7848898216159497,0.6453305351521511,0.757607555089192,0.825813221406086,0.6747114375655824,0.789087093389297,0.757607555089192,0.6453305351521511,0.7911857292759706,0.8751311647429171,0.7943336831059811
StarLightCurves,0.9560466245750364,0.9622389509470617,0.9609033511413307,0.9610247693054881,0.9541039339485187,0.9571393880524527,0.9610247693054881,0.9541039339485187,0.9668528411850413,0.9503399708596406,0.9650315687226809,0.9595677513355998,0.9588392423506557,0.9583535696940262,0.9604176784847013,0.9558037882467217,0.9587178241864983,0.957625060709082,0.9596891694997571,0.9451189898008742,0.95726080621661,0.9664885866925692,0.9554395337542496,0.9644244779018941,0.9602962603205439,0.9582321515298688,0.958960660514813,0.9582321515298688,0.9598105876639145,0.9595677513355998
Strawberry,0.9567567567567568,0.9783783783783784,0.9702702702702702,0.981081081081081,0.9621621621621622,0.972972972972973,0.9648648648648649,0.9675675675675676,0.9702702702702702,0.972972972972973,0.9675675675675676,0.9594594594594594,0.9702702702702702,0.972972972972973,0.981081081081081,0.9702702702702702,0.9432432432432433,0.9648648648648649,0.9783783783783784,0.9621621621621622,0.9594594594594594,0.9756756756756757,0.9621621621621622,0.9702702702702702,0.9675675675675676,0.9648648648648649,0.9594594594594594,0.9756756756756757,0.9675675675675676,0.972972972972973
SwedishLeaf,0.9152,0.8896,0.8832,0.896,0.896,0.9056,0.9088,0.888,0.904,0.896,0.888,0.88,0.88,0.8704,0.888,0.9056,0.8896,0.8976,0.9248,0.8816,0.8896,0.896,0.8848,0.8944,0.888,0.88,0.9088,0.8832,0.8992,0.9104
Symbols,0.8824120603015075,0.699497487437186,0.6954773869346733,0.871356783919598,0.9206030150753769,0.8090452261306532,0.7437185929648241,0.8663316582914573,0.8723618090452261,0.7185929648241206,0.8814070351758794,0.8904522613065327,0.6633165829145728,0.742713567839196,0.8814070351758794,0.6804020100502512,0.5899497487437186,0.893467336683417,0.7668341708542713,0.5447236180904522,0.8040201005025126,0.7477386934673367,0.5989949748743718,0.7969849246231155,0.8462311557788945,0.7738693467336684,0.8613065326633166,0.8592964824120602,0.8050251256281407,0.8763819095477386
SyntheticControl,0.9933333333333333,0.9966666666666667,0.9866666666666667,0.9933333333333333,0.9966666666666667,0.99,0.9833333333333333,0.9966666666666667,0.9966666666666667,0.9933333333333333,0.9866666666666667,0.9933333333333333,0.99,0.9833333333333333,0.9766666666666667,0.99,0.9833333333333333,1.0,0.9933333333333333,0.9866666666666667,0.9966666666666667,0.9966666666666667,0.99,0.9933333333333333,0.9966666666666667,0.99,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9933333333333333
ToeSegmentation1,0.6578947368421053,0.6447368421052632,0.7192982456140351,0.6447368421052632,0.6798245614035088,0.8377192982456141,0.6359649122807017,0.7587719298245614,0.8070175438596491,0.6052631578947368,0.6535087719298246,0.7236842105263158,0.6842105263157895,0.7105263157894737,0.6096491228070176,0.5,0.7280701754385965,0.6359649122807017,0.6973684210526315,0.7236842105263158,0.6842105263157895,0.6842105263157895,0.7149122807017544,0.6929824561403509,0.6754385964912281,0.6447368421052632,0.6798245614035088,0.6403508771929824,0.2543859649122807,0.6008771929824561
ToeSegmentation2,0.4846153846153846,0.676923076923077,0.5307692307692308,0.6846153846153846,0.5230769230769231,0.7230769230769231,0.6538461538461539,0.5615384615384615,0.46923076923076923,0.5384615384615384,0.6153846153846154,0.5461538461538461,0.6076923076923076,0.5384615384615384,0.823076923076923,0.49230769230769234,0.6230769230769231,0.8307692307692308,0.6846153846153846,0.8153846153846154,0.5153846153846153,0.47692307692307695,0.8769230769230769,0.46153846153846156,0.49230769230769234,0.5384615384615384,0.7230769230769231,0.676923076923077,0.6538461538461539,0.5615384615384615
Trace,0.94,0.95,0.81,0.96,0.92,0.92,0.94,0.91,0.97,0.93,0.96,0.89,0.74,0.95,0.95,0.96,0.94,0.95,0.93,0.9,0.95,0.9,0.8,0.89,0.89,0.96,0.95,0.97,0.93,0.96
TwoLeadECG,0.9446883230904302,0.9833187006145742,0.922739244951712,0.990342405618964,0.971027216856892,0.95171202809482,0.961369622475856,0.9244951712028094,0.9552238805970149,0.8691834942932397,0.9622475856014048,0.9525899912203687,0.9780509218612818,0.9429323968393327,0.9754170324846356,0.9833187006145742,0.9806848112379281,0.9332748024582967,0.9332748024582967,0.9824407374890255,0.9754170324846356,0.9587357330992098,0.9736611062335382,0.9824407374890255,0.9113257243195786,0.9850746268656716,0.9754170324846356,0.9675153643546971,0.9701492537313433,0.9622475856014048
TwoPatterns,0.99975,0.999,0.9975,0.99875,0.99925,0.99825,0.99575,0.99775,0.99875,0.99875,0.997,0.99825,0.997,0.999,0.99925,0.99475,0.99675,0.998,0.99775,0.999,0.99925,0.99725,0.99325,0.98975,0.99625,0.9985,0.9995,0.99475,0.996,0.99325
UMD,0.6875,0.6736111111111112,0.6458333333333334,0.7777777777777778,0.8263888888888888,0.875,0.6944444444444444,0.7986111111111112,0.7847222222222222,0.7986111111111112,0.7569444444444444,0.6944444444444444,0.6597222222222222,0.8888888888888888,0.7361111111111112,0.7847222222222222,0.7777777777777778,0.6736111111111112,0.9027777777777778,0.6527777777777778,0.8402777777777778,0.6944444444444444,0.6597222222222222,0.7430555555555556,0.7013888888888888,0.7222222222222222,0.7847222222222222,0.8263888888888888,0.7430555555555556,0.6111111111111112
UWaveGestureLibraryAll,0.9424902289223898,0.9469570072585148,0.9539363484087102,0.9595198213288666,0.9544946957007259,0.9517029592406476,0.9519821328866555,0.9511446119486321,0.9595198213288666,0.954215522054718,0.9578447794528197,0.9586823003908431,0.9556113902847572,0.9567280848687884,0.9564489112227805,0.9558905639307649,0.9441652707984366,0.9500279173646008,0.9584031267448353,0.9578447794528197,0.957286432160804,0.9528196538246789,0.9553322166387493,0.9511446119486321,0.9564489112227805,0.9508654383026243,0.9438860971524288,0.9564489112227805,0.9586823003908431,0.948073701842546
UWaveGestureLibraryX,0.7772194304857621,0.7841987716359575,0.7788944723618091,0.7825237297599107,0.7970407593523171,0.7816862088218872,0.7766610831937465,0.7872696817420436,0.7805695142378559,0.7761027359017308,0.7906197654941374,0.7833612506979342,0.7777777777777778,0.7724734785036292,0.7886655499720826,0.7825237297599107,0.7735901730876605,0.7783361250697934,0.7719151312116136,0.7805695142378559,0.7841987716359575,0.7805695142378559,0.7730318257956449,0.7805695142378559,0.7777777777777778,0.7694025683975433,0.7794528196538246,0.7691233947515355,0.774427694025684,0.7668900055834729
UWaveGestureLibraryY,0.678391959798995,0.679787828029034,0.6633165829145728,0.6800670016750419,0.678391959798995,0.7060301507537688,0.6825795644891123,0.6850921273031826,0.6769960915689559,0.6485203796761586,0.6758793969849246,0.6876046901172529,0.6747627024008933,0.6876046901172529,0.6878838637632607,0.68285873813512,0.7029592406476829,0.6700167504187605,0.6917922948073701,0.6895589056393077,0.6772752652149637,0.6884422110552764,0.6786711334450027,0.6845337800111669,0.6769960915689559,0.6795086543830262,0.6912339475153545,0.6803461753210497,0.6747627024008933,0.6809045226130653
UWaveGestureLibraryZ,0.7308766052484645,0.7266890005583473,0.742322724734785,0.739251814628699,0.7336683417085427,0.7336683417085427,0.7205471803461754,0.724176437744277,0.7372975991066444,0.7127303182579564,0.7280848687883864,0.731714126186488,0.7205471803461754,0.7345058626465661,0.7266890005583473,0.7342266890005583,0.7420435510887772,0.7297599106644332,0.7336683417085427,0.7361809045226131,0.7205471803461754,0.7314349525404802,0.7247347850362926,0.725572305974316,0.7311557788944724,0.7308766052484645,0.7361809045226131,0.7199888330541597,0.7213847012841987,0.7238972640982692
Wafer,0.9970798182998053,0.994970798182998,0.9978909798831928,0.9970798182998053,0.9925373134328358,0.9943218689162882,0.9967553536664504,0.9974042829331603,0.9954574951330305,0.9925373134328358,0.9965931213497728,0.9939974042829332,0.9964308890330954,0.991239454899416,0.9914016872160935,0.9974042829331603,0.9977287475665152,0.9957819597663855,0.9936729396495781,0.995619727449708,0.994970798182998,0.9982154445165476,0.9939974042829332,0.9957819597663855,0.9975665152498377,0.994970798182998,0.996268656716418,0.9926995457495134,0.9964308890330954,0.9983776768332252
Wine,0.7962962962962963,0.7407407407407407,0.7222222222222222,0.7962962962962963,0.6481481481481481,0.7037037037037037,0.7592592592592593,0.7222222222222222,0.7407407407407407,0.8888888888888888,0.8148148148148148,0.7592592592592593,0.8333333333333334,0.7962962962962963,0.7962962962962963,0.7222222222222222,0.6851851851851852,0.8888888888888888,0.9074074074074074,0.7407407407407407,0.8148148148148148,0.6481481481481481,0.8518518518518519,0.7592592592592593,0.8703703703703703,0.8703703703703703,0.6666666666666666,0.8518518518518519,0.7407407407407407,0.6296296296296297
WordSynonyms,0.5862068965517241,0.5987460815047022,0.5893416927899686,0.6018808777429467,0.5893416927899686,0.6206896551724138,0.6050156739811913,0.5752351097178683,0.5924764890282131,0.6050156739811913,0.5971786833855799,0.5956112852664577,0.5971786833855799,0.5815047021943573,0.5956112852664577,0.5862068965517241,0.5815047021943573,0.6144200626959248,0.5830721003134797,0.6238244514106583,0.5909090909090909,0.5815047021943573,0.6159874608150471,0.5830721003134797,0.5877742946708464,0.603448275862069,0.5862068965517241,0.5877742946708464,0.5893416927899686,0.603448275862069
Worms,0.5454545454545454,0.5064935064935064,0.5454545454545454,0.5194805194805194,0.5584415584415584,0.5974025974025974,0.5454545454545454,0.5584415584415584,0.5974025974025974,0.6103896103896104,0.5454545454545454,0.6363636363636364,0.5064935064935064,0.5714285714285714,0.5064935064935064,0.4935064935064935,0.5974025974025974,0.5974025974025974,0.5844155844155844,0.6103896103896104,0.5844155844155844,0.6233766233766234,0.5324675324675324,0.5584415584415584,0.5584415584415584,0.5454545454545454,0.6233766233766234,0.5974025974025974,0.5454545454545454,0.5584415584415584
WormsTwoClass,0.7532467532467533,0.7142857142857143,0.6883116883116883,0.7142857142857143,0.7402597402597403,0.7662337662337663,0.5974025974025974,0.6883116883116883,0.7662337662337663,0.7532467532467533,0.6493506493506493,0.7012987012987013,0.7142857142857143,0.7402597402597403,0.7272727272727273,0.7142857142857143,0.7532467532467533,0.7272727272727273,0.6883116883116883,0.7012987012987013,0.7142857142857143,0.7662337662337663,0.6883116883116883,0.7142857142857143,0.6233766233766234,0.7272727272727273,0.6883116883116883,0.6493506493506493,0.7012987012987013,0.6753246753246753
