folds,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ACSF1,0.12,0.14,0.05,0.02,0.13,0.06,0.14,0.06,0.0,0.17,0.13,0.08,0.15,0.03,0.09,0.14,0.03,0.1,0.11,0.06,0.11,0.01,0.15,0.21,0.11,0.01,0.05,0.03,0.08,0.12
Adiac,0.020460358056265986,0.05115089514066496,0.03836317135549872,0.030690537084398978,0.04859335038363171,0.04603580562659847,0.015345268542199489,0.010230179028132993,0.030690537084398978,0.01278772378516624,0.0076726342710997444,0.03324808184143223,0.015345268542199489,0.020460358056265986,0.015345268542199489,0.0076726342710997444,0.015345268542199489,0.017902813299232736,0.05370843989769821,0.03324808184143223,0.03580562659846547,0.07161125319693094,0.04092071611253197,0.015345268542199489,0.02557544757033248,0.005115089514066497,0.07161125319693094,0.015345268542199489,0.0025575447570332483,0.015345268542199489
ArrowHead,0.08,0.29714285714285715,0.18857142857142858,0.37142857142857144,0.29714285714285715,0.11428571428571428,0.37142857142857144,0.44,0.5428571428571428,0.36,0.29714285714285715,0.3942857142857143,0.09714285714285714,0.4228571428571429,0.29714285714285715,0.29714285714285715,0.42857142857142855,0.14857142857142858,0.37142857142857144,0.18857142857142858,0.14857142857142858,0.37142857142857144,0.5428571428571428,0.42857142857142855,0.36,0.44,0.42857142857142855,0.18857142857142858,0.5428571428571428,0.14857142857142858
Beef,0.23333333333333334,0.26666666666666666,0.2,0.26666666666666666,0.23333333333333334,0.23333333333333334,0.16666666666666666,0.2,0.2,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.3,0.1,0.2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.1,0.26666666666666666,0.16666666666666666,0.23333333333333334,0.23333333333333334,0.4,0.2,0.2
BeetleFly,0.5,0.5,0.55,0.45,0.55,0.45,0.45,0.5,0.5,0.45,0.55,0.5,0.45,0.5,0.55,0.45,0.45,0.5,0.45,0.55,0.5,0.55,0.55,0.55,0.5,0.55,0.5,0.55,0.45,0.5
BirdChicken,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
BME,0.5066666666666667,0.36,0.3333333333333333,0.3333333333333333,0.64,0.37333333333333335,0.16,0.16,0.37333333333333335,0.64,0.64,0.64,0.64,0.16,0.3333333333333333,0.16,0.64,0.2,0.29333333333333333,0.16,0.37333333333333335,0.16,0.29333333333333333,0.64,0.16,0.64,0.37333333333333335,0.37333333333333335,0.2,0.3333333333333333
Car,0.18333333333333332,0.25,0.21666666666666667,0.16666666666666666,0.31666666666666665,0.2,0.1,0.25,0.4,0.2833333333333333,0.21666666666666667,0.3333333333333333,0.16666666666666666,0.25,0.3333333333333333,0.23333333333333334,0.23333333333333334,0.36666666666666664,0.16666666666666666,0.36666666666666664,0.31666666666666665,0.15,0.21666666666666667,0.21666666666666667,0.3333333333333333,0.15,0.3333333333333333,0.21666666666666667,0.06666666666666667,0.31666666666666665
CBF,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.17777777777777778,0.4266666666666667,0.03,0.37555555555555553,0.03,0.03,0.17777777777777778,0.4266666666666667,0.5433333333333333,0.4266666666666667,0.03,0.4266666666666667,0.17777777777777778,0.5433333333333333,0.4266666666666667,0.03,0.44666666666666666,0.5433333333333333,0.4266666666666667,0.17777777777777778,0.4266666666666667,0.17777777777777778,0.17777777777777778,0.4266666666666667,0.5433333333333333,0.44666666666666666,0.17777777777777778
Chinatown,0.6880466472303207,0.3119533527696793,0.3119533527696793,0.35276967930029157,0.6880466472303207,0.6880466472303207,0.3119533527696793,0.6880466472303207,0.6880466472303207,0.6880466472303207,0.6880466472303207,0.3119533527696793,0.6880466472303207,0.3119533527696793,0.3119533527696793,0.6880466472303207,0.6880466472303207,0.6880466472303207,0.6880466472303207,0.3119533527696793,0.6472303206997084,0.6880466472303207,0.6880466472303207,0.6880466472303207,0.6472303206997084,0.6880466472303207,0.6880466472303207,0.6880466472303207,0.3119533527696793,0.6880466472303207
ChlorineConcentration,0.31197916666666664,0.31197916666666664,0.32421875,0.37057291666666664,0.37057291666666664,0.37057291666666664,0.31197916666666664,0.31197916666666664,0.31197916666666664,0.31197916666666664,0.37057291666666664,0.37994791666666666,0.30520833333333336,0.30807291666666664,0.30807291666666664,0.37057291666666664,0.30807291666666664,0.32421875,0.30520833333333336,0.30520833333333336,0.37994791666666666,0.31197916666666664,0.31197916666666664,0.37994791666666666,0.32421875,0.30520833333333336,0.3109375,0.37057291666666664,0.30807291666666664,0.37994791666666666
CinCECGTorso,0.18840579710144928,0.24057971014492754,0.2210144927536232,0.27898550724637683,0.26014492753623186,0.21594202898550724,0.3094202898550725,0.2210144927536232,0.2826086956521739,0.21231884057971015,0.23695652173913043,0.29927536231884055,0.1927536231884058,0.23695652173913043,0.263768115942029,0.23768115942028986,0.20434782608695654,0.24782608695652175,0.22028985507246376,0.29927536231884055,0.24347826086956523,0.23695652173913043,0.26956521739130435,0.263768115942029,0.21594202898550724,0.19492753623188405,0.21594202898550724,0.21594202898550724,0.26521739130434785,0.24565217391304348
Coffee,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.9642857142857143,0.03571428571428571,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.03571428571428571,0.9642857142857143,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.9642857142857143,0.03571428571428571,0.03571428571428571,0.9642857142857143,0.9642857142857143,0.03571428571428571
Computers,0.42,0.432,0.568,0.432,0.58,0.568,0.42,0.568,0.58,0.42,0.432,0.432,0.432,0.58,0.58,0.568,0.568,0.432,0.568,0.576,0.568,0.58,0.58,0.568,0.58,0.572,0.58,0.432,0.568,0.568
CricketX,0.05128205128205128,0.1358974358974359,0.09743589743589744,0.1,0.12307692307692308,0.08717948717948718,0.07179487179487179,0.06666666666666667,0.1358974358974359,0.05384615384615385,0.09230769230769231,0.06153846153846154,0.06153846153846154,0.08974358974358974,0.06923076923076923,0.09230769230769231,0.11282051282051282,0.09487179487179487,0.08461538461538462,0.05641025641025641,0.07692307692307693,0.09743589743589744,0.07435897435897436,0.11025641025641025,0.11538461538461539,0.04871794871794872,0.035897435897435895,0.07179487179487179,0.07435897435897436,0.07692307692307693
CricketY,0.05384615384615385,0.05641025641025641,0.03333333333333333,0.11794871794871795,0.1076923076923077,0.10512820512820513,0.1564102564102564,0.06666666666666667,0.12564102564102564,0.1358974358974359,0.046153846153846156,0.08205128205128205,0.09487179487179487,0.05384615384615385,0.07179487179487179,0.11282051282051282,0.06666666666666667,0.08717948717948718,0.1282051282051282,0.05128205128205128,0.046153846153846156,0.08974358974358974,0.12307692307692308,0.07179487179487179,0.03333333333333333,0.16153846153846155,0.14871794871794872,0.09230769230769231,0.08205128205128205,0.14358974358974358
CricketZ,0.13846153846153847,0.03076923076923077,0.08205128205128205,0.09230769230769231,0.07435897435897436,0.06153846153846154,0.09743589743589744,0.13333333333333333,0.05128205128205128,0.09487179487179487,0.05641025641025641,0.09743589743589744,0.09487179487179487,0.035897435897435895,0.0641025641025641,0.11538461538461539,0.13333333333333333,0.11538461538461539,0.10512820512820513,0.11794871794871795,0.05897435897435897,0.03333333333333333,0.017948717948717947,0.07179487179487179,0.09743589743589744,0.03333333333333333,0.12307692307692308,0.08974358974358974,0.13333333333333333,0.05897435897435897
Crop,0.027678571428571427,0.03184523809523809,0.035833333333333335,0.06636904761904762,0.08202380952380953,0.04083333333333333,0.05095238095238095,0.02214285714285714,0.07452380952380952,0.03166666666666667,0.03238095238095238,0.04196428571428571,0.05654761904761905,0.03625,0.029107142857142856,0.040535714285714286,0.04267857142857143,0.07577380952380952,0.027678571428571427,0.01375,0.022916666666666665,0.021904761904761906,0.022202380952380953,0.03267857142857143,0.015416666666666667,0.07422619047619047,0.06488095238095239,0.01988095238095238,0.013392857142857142,0.030476190476190476
DiatomSizeReduction,0.5882352941176471,0.24509803921568626,0.016339869281045753,0.30392156862745096,0.24509803921568626,0.1503267973856209,0.369281045751634,0.24509803921568626,0.24509803921568626,0.38562091503267976,0.06862745098039216,0.08496732026143791,0.24509803921568626,0.0032679738562091504,0.3660130718954248,0.24509803921568626,0.0032679738562091504,0.30392156862745096,0.08496732026143791,0.08169934640522876,0.016339869281045753,0.32679738562091504,0.08169934640522876,0.08496732026143791,0.0032679738562091504,0.5882352941176471,0.24509803921568626,0.24509803921568626,0.5294117647058824,0.24509803921568626
DistalPhalanxOutlineAgeGroup,0.2517985611510791,0.2517985611510791,0.04316546762589928,0.35251798561151076,0.35251798561151076,0.2446043165467626,0.2517985611510791,0.28776978417266186,0.35251798561151076,0.35251798561151076,0.2517985611510791,0.2517985611510791,0.3597122302158273,0.35251798561151076,0.2517985611510791,0.04316546762589928,0.3597122302158273,0.28776978417266186,0.28776978417266186,0.04316546762589928,0.04316546762589928,0.7050359712230215,0.7050359712230215,0.2517985611510791,0.28776978417266186,0.35251798561151076,0.7050359712230215,0.04316546762589928,0.7122302158273381,0.28776978417266186
DistalPhalanxOutlineCorrect,0.5905797101449275,0.5905797101449275,0.5905797101449275,0.40942028985507245,0.5905797101449275,0.40942028985507245,0.40942028985507245,0.40942028985507245,0.5905797101449275,0.5905797101449275,0.5905797101449275,0.5905797101449275,0.40942028985507245,0.40942028985507245,0.40942028985507245,0.40942028985507245,0.5905797101449275,0.5905797101449275,0.5905797101449275,0.5905797101449275,0.40942028985507245,0.5905797101449275,0.5905797101449275,0.40942028985507245,0.40942028985507245,0.40942028985507245,0.5905797101449275,0.40942028985507245,0.40942028985507245,0.40942028985507245
DistalPhalanxTW,0.0,0.07913669064748201,0.08633093525179857,0.1079136690647482,0.1366906474820144,0.12949640287769784,0.1079136690647482,0.09352517985611511,0.1079136690647482,0.15827338129496402,0.1366906474820144,0.35251798561151076,0.014388489208633094,0.05755395683453238,0.39568345323741005,0.1223021582733813,0.07194244604316546,0.09352517985611511,0.11510791366906475,0.45323741007194246,0.07913669064748201,0.05755395683453238,0.2733812949640288,0.2733812949640288,0.1079136690647482,0.04316546762589928,0.050359712230215826,0.06474820143884892,0.1366906474820144,0.007194244604316547
Earthquakes,0.7482014388489209,0.2517985611510791,0.7482014388489209,0.7482014388489209,0.2517985611510791,0.7482014388489209,0.2517985611510791,0.2517985611510791,0.2517985611510791,0.2517985611510791,0.2517985611510791,0.2517985611510791,0.2517985611510791,0.2517985611510791,0.2517985611510791,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.2517985611510791,0.2517985611510791,0.2517985611510791,0.2517985611510791,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.2517985611510791,0.2517985611510791,0.7482014388489209
ECG200,0.62,0.62,0.62,0.38,0.38,0.62,0.62,0.38,0.38,0.38,0.62,0.38,0.62,0.62,0.62,0.38,0.38,0.38,0.62,0.62,0.38,0.62,0.62,0.62,0.38,0.38,0.62,0.38,0.62,0.62
ECG5000,0.012444444444444444,0.6546666666666666,0.04488888888888889,0.24533333333333332,0.162,0.4508888888888889,0.035111111111111114,0.14355555555555555,0.46266666666666667,0.25466666666666665,0.025777777777777778,0.22666666666666666,0.37933333333333336,0.44622222222222224,0.03133333333333333,0.15,0.4613333333333333,0.07355555555555555,0.041555555555555554,0.13111111111111112,0.014222222222222223,0.43666666666666665,0.05422222222222222,0.021555555555555557,0.378,0.21622222222222223,0.013111111111111112,0.05555555555555555,0.024,0.228
ECGFiveDays,0.6376306620209059,0.6376306620209059,0.6376306620209059,0.40301974448315914,0.3623693379790941,0.3623693379790941,0.6376306620209059,0.3623693379790941,0.6376306620209059,0.6376306620209059,0.6376306620209059,0.6376306620209059,0.3623693379790941,0.6376306620209059,0.3623693379790941,0.3623693379790941,0.3623693379790941,0.6376306620209059,0.6376306620209059,0.6376306620209059,0.3623693379790941,0.3623693379790941,0.3623693379790941,0.3623693379790941,0.3623693379790941,0.3623693379790941,0.6376306620209059,0.3623693379790941,0.6376306620209059,0.6376306620209059
ElectricDevices,0.09531837634548049,0.1548437297367397,0.03566333808844508,0.06497211775385812,0.1779276358448969,0.13616910906497212,0.1211256646349371,0.2045130333290105,0.06821423939826222,0.16106860329399558,0.19180391648294645,0.3504085073271949,0.09752301906367528,0.1779276358448969,0.2727272727272727,0.09972766178187005,0.25586824017637144,0.09674490986901829,0.18609778238879524,0.042147581377253274,0.09116846064064324,0.09674490986901829,0.14641421346128908,0.08831539359356763,0.09985734664764621,0.061081571780573204,0.18324471534171963,0.10984308131241084,0.0675658150693814,0.18039164829464402
EOGHorizontalSignal,0.04419889502762431,0.04696132596685083,0.07734806629834254,0.1132596685082873,0.04143646408839779,0.10497237569060773,0.06629834254143646,0.1464088397790055,0.1878453038674033,0.03038674033149171,0.14917127071823205,0.04143646408839779,0.06629834254143646,0.11049723756906077,0.08287292817679558,0.06353591160220995,0.10497237569060773,0.058011049723756904,0.0856353591160221,0.08011049723756906,0.06906077348066299,0.08839779005524862,0.10220994475138122,0.03314917127071823,0.1408839779005525,0.07458563535911603,0.1850828729281768,0.11049723756906077,0.10220994475138122,0.06353591160220995
EOGVerticalSignal,0.11602209944751381,0.06077348066298342,0.10497237569060773,0.1408839779005525,0.10773480662983426,0.09668508287292818,0.08011049723756906,0.019337016574585635,0.13535911602209943,0.058011049723756904,0.1464088397790055,0.19060773480662985,0.08011049723756906,0.13812154696132597,0.04696132596685083,0.07734806629834254,0.09944751381215469,0.10497237569060773,0.03038674033149171,0.0856353591160221,0.08011049723756906,0.03038674033149171,0.06629834254143646,0.10497237569060773,0.0718232044198895,0.1298342541436464,0.06077348066298342,0.058011049723756904,0.022099447513812154,0.12154696132596685
EthanolLevel,0.25,0.222,0.244,0.25,0.242,0.274,0.27,0.256,0.236,0.256,0.262,0.272,0.242,0.246,0.236,0.246,0.248,0.238,0.232,0.278,0.232,0.24,0.252,0.23,0.258,0.248,0.242,0.278,0.282,0.26
FaceAll,0.0970414201183432,0.016568047337278107,0.02603550295857988,0.05562130177514793,0.16627218934911242,0.07514792899408285,0.023076923076923078,0.11597633136094675,0.026627218934911243,0.09822485207100591,0.23846153846153847,0.058579881656804736,0.007692307692307693,0.06804733727810651,0.06449704142011835,0.06804733727810651,0.04497041420118343,0.01893491124260355,0.06331360946745562,0.022485207100591716,0.12781065088757396,0.059763313609467454,0.0893491124260355,0.08520710059171598,0.02485207100591716,0.049112426035502955,0.0485207100591716,0.07218934911242604,0.01242603550295858,0.18698224852071005
FaceFour,0.19318181818181818,0.38636363636363635,0.4318181818181818,0.29545454545454547,0.375,0.2727272727272727,0.3522727272727273,0.10227272727272728,0.20454545454545456,0.2159090909090909,0.4318181818181818,0.011363636363636364,0.09090909090909091,0.5909090909090909,0.10227272727272728,0.03409090909090909,0.4659090909090909,0.10227272727272728,0.4659090909090909,0.125,0.4090909090909091,0.45454545454545453,0.10227272727272728,0.045454545454545456,0.10227272727272728,0.4090909090909091,0.29545454545454547,0.20454545454545456,0.29545454545454547,0.2159090909090909
FacesUCR,0.05219512195121951,0.07170731707317073,0.012682926829268294,0.11463414634146342,0.04780487804878049,0.037073170731707315,0.07268292682926829,0.037073170731707315,0.10341463414634146,0.07658536585365854,0.09170731707317073,0.17317073170731706,0.09073170731707317,0.027804878048780488,0.09268292682926829,0.05024390243902439,0.07853658536585366,0.10536585365853658,0.04975609756097561,0.02829268292682927,0.055121951219512196,0.08292682926829269,0.09609756097560976,0.11853658536585365,0.12146341463414634,0.003902439024390244,0.06146341463414634,0.04682926829268293,0.06634146341463415,0.19560975609756098
Fish,0.10857142857142857,0.14857142857142858,0.16,0.25142857142857145,0.17142857142857143,0.11428571428571428,0.22857142857142856,0.05714285714285714,0.07428571428571429,0.12,0.05714285714285714,0.32571428571428573,0.10857142857142857,0.21714285714285714,0.14857142857142858,0.14857142857142858,0.06857142857142857,0.05714285714285714,0.07428571428571429,0.045714285714285714,0.09714285714285714,0.12571428571428572,0.09142857142857143,0.22285714285714286,0.11428571428571428,0.14857142857142858,0.05714285714285714,0.14285714285714285,0.13714285714285715,0.09714285714285714
FordA,0.48409090909090907,0.48409090909090907,0.5159090909090909,0.48409090909090907,0.48409090909090907,0.48409090909090907,0.48409090909090907,0.5159090909090909,0.48409090909090907,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.48409090909090907,0.48409090909090907,0.48409090909090907,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.48409090909090907,0.48409090909090907,0.5159090909090909,0.5159090909090909,0.48409090909090907,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.5159090909090909,0.48409090909090907,0.48409090909090907
FordB,0.5049382716049383,0.49506172839506174,0.49506172839506174,0.49506172839506174,0.5049382716049383,0.5049382716049383,0.49506172839506174,0.5049382716049383,0.5049382716049383,0.5049382716049383,0.5049382716049383,0.5049382716049383,0.5049382716049383,0.5049382716049383,0.49506172839506174,0.49506172839506174,0.5049382716049383,0.5049382716049383,0.5049382716049383,0.49506172839506174,0.49506172839506174,0.49506172839506174,0.49506172839506174,0.49506172839506174,0.49506172839506174,0.5049382716049383,0.5049382716049383,0.5049382716049383,0.5049382716049383,0.5049382716049383
FreezerRegularTrain,0.6915789473684211,0.30842105263157893,0.30842105263157893,0.6915789473684211,0.30842105263157893,0.7456140350877193,0.30842105263157893,0.7456140350877193,0.7456140350877193,0.30842105263157893,0.30842105263157893,0.30842105263157893,0.30842105263157893,0.30842105263157893,0.6915789473684211,0.30842105263157893,0.30842105263157893,0.30842105263157893,0.30842105263157893,0.6915789473684211,0.6915789473684211,0.30842105263157893,0.6915789473684211,0.30842105263157893,0.6915789473684211,0.30842105263157893,0.30842105263157893,0.30842105263157893,0.6915789473684211,0.6915789473684211
FreezerSmallTrain,0.2856140350877193,0.2856140350877193,0.2856140350877193,0.2856140350877193,0.7143859649122807,0.2856140350877193,0.7143859649122807,0.2856140350877193,0.2856140350877193,0.2856140350877193,0.7143859649122807,0.7143859649122807,0.2856140350877193,0.2856140350877193,0.7143859649122807,0.2856140350877193,0.7143859649122807,0.7143859649122807,0.7143859649122807,0.7143859649122807,0.7143859649122807,0.2856140350877193,0.7143859649122807,0.2856140350877193,0.7143859649122807,0.2856140350877193,0.2856140350877193,0.7143859649122807,0.7143859649122807,0.2856140350877193
GunPoint,0.4866666666666667,0.5133333333333333,0.5133333333333333,0.4866666666666667,0.5133333333333333,0.5133333333333333,0.5133333333333333,0.4866666666666667,0.4866666666666667,0.4866666666666667,0.5133333333333333,0.5133333333333333,0.5133333333333333,0.4866666666666667,0.5133333333333333,0.5133333333333333,0.4866666666666667,0.5133333333333333,0.4866666666666667,0.5133333333333333,0.5133333333333333,0.5133333333333333,0.4866666666666667,0.5133333333333333,0.5133333333333333,0.4866666666666667,0.5133333333333333,0.5133333333333333,0.5133333333333333,0.5133333333333333
GunPointAgeSpan,0.3924050632911392,0.3924050632911392,0.6075949367088608,0.6075949367088608,0.3924050632911392,0.3924050632911392,0.3924050632911392,0.6075949367088608,0.3924050632911392,0.3924050632911392,0.3924050632911392,0.3924050632911392,0.6075949367088608,0.6075949367088608,0.6075949367088608,0.3924050632911392,0.3924050632911392,0.6075949367088608,0.3924050632911392,0.6075949367088608,0.6075949367088608,0.6075949367088608,0.6075949367088608,0.6075949367088608,0.3924050632911392,0.6075949367088608,0.6075949367088608,0.3924050632911392,0.3924050632911392,0.3924050632911392
GunPointMaleVersusFemale,0.16455696202531644,0.16455696202531644,0.16455696202531644,0.8354430379746836,0.8354430379746836,0.16455696202531644,0.16455696202531644,0.8354430379746836,0.16455696202531644,0.16455696202531644,0.16455696202531644,0.16455696202531644,0.16455696202531644,0.16455696202531644,0.8354430379746836,0.8354430379746836,0.16455696202531644,0.8354430379746836,0.8354430379746836,0.8354430379746836,0.8354430379746836,0.16455696202531644,0.8354430379746836,0.8354430379746836,0.8354430379746836,0.8354430379746836,0.8354430379746836,0.16455696202531644,0.16455696202531644,0.8354430379746836
GunPointOldVersusYoung,0.4095238095238095,0.4095238095238095,0.5904761904761905,0.5904761904761905,0.5904761904761905,0.4095238095238095,0.5904761904761905,0.5904761904761905,0.5904761904761905,0.4095238095238095,0.5904761904761905,0.4095238095238095,0.4095238095238095,0.4095238095238095,0.5904761904761905,0.4095238095238095,0.4095238095238095,0.4095238095238095,0.4095238095238095,0.4095238095238095,0.5904761904761905,0.4095238095238095,0.4095238095238095,0.5904761904761905,0.5904761904761905,0.5904761904761905,0.4095238095238095,0.5904761904761905,0.4095238095238095,0.5904761904761905
Ham,0.5904761904761905,0.5904761904761905,0.4095238095238095,0.4095238095238095,0.4095238095238095,0.4095238095238095,0.4095238095238095,0.5904761904761905,0.4095238095238095,0.4095238095238095,0.580952380952381,0.5904761904761905,0.5904761904761905,0.4095238095238095,0.4095238095238095,0.4095238095238095,0.4095238095238095,0.5904761904761905,0.5904761904761905,0.4095238095238095,0.5904761904761905,0.5904761904761905,0.5904761904761905,0.5904761904761905,0.5904761904761905,0.4095238095238095,0.4095238095238095,0.4095238095238095,0.5904761904761905,0.4095238095238095
HandOutlines,0.6432432432432432,0.3567567567567568,0.3567567567567568,0.3567567567567568,0.3567567567567568,0.3567567567567568,0.3567567567567568,0.3567567567567568,0.3567567567567568,0.6432432432432432,0.3567567567567568,0.3567567567567568,0.3567567567567568,0.6432432432432432,0.3567567567567568,0.6432432432432432,0.3567567567567568,0.6432432432432432,0.3567567567567568,0.3567567567567568,0.6432432432432432,0.3567567567567568,0.6432432432432432,0.3567567567567568,0.3567567567567568,0.3567567567567568,0.3567567567567568,0.6432432432432432,0.6432432432432432,0.3567567567567568
Haptics,0.19155844155844157,0.23376623376623376,0.21753246753246752,0.12012987012987013,0.17532467532467533,0.2077922077922078,0.16233766233766234,0.20454545454545456,0.21428571428571427,0.21753246753246752,0.15584415584415584,0.2305194805194805,0.237012987012987,0.1525974025974026,0.2662337662337662,0.22077922077922077,0.17207792207792208,0.2435064935064935,0.1525974025974026,0.19805194805194806,0.2305194805194805,0.18831168831168832,0.2305194805194805,0.275974025974026,0.21428571428571427,0.21103896103896103,0.275974025974026,0.17532467532467533,0.22727272727272727,0.22727272727272727
Herring,0.5,0.5,0.5,0.46875,0.5,0.5,0.46875,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.53125,0.5,0.5,0.5,0.5,0.5
HouseTwenty,0.6302521008403361,0.3697478991596639,0.3697478991596639,0.3697478991596639,0.3949579831932773,0.3697478991596639,0.3949579831932773,0.6302521008403361,0.5462184873949579,0.6302521008403361,0.6302521008403361,0.6302521008403361,0.6302521008403361,0.3697478991596639,0.6302521008403361,0.6302521008403361,0.3949579831932773,0.6302521008403361,0.42016806722689076,0.6302521008403361,0.5462184873949579,0.3697478991596639,0.5042016806722689,0.5462184873949579,0.6050420168067226,0.3697478991596639,0.6302521008403361,0.453781512605042,0.6302521008403361,0.42016806722689076
InlineSkate,0.11090909090909092,0.14545454545454545,0.16545454545454547,0.13454545454545455,0.1709090909090909,0.14363636363636365,0.18,0.13454545454545455,0.14,0.15818181818181817,0.10545454545454545,0.13818181818181818,0.14363636363636365,0.1290909090909091,0.14727272727272728,0.14,0.11818181818181818,0.15272727272727274,0.13818181818181818,0.15636363636363637,0.09636363636363636,0.18,0.19272727272727272,0.10909090909090909,0.09090909090909091,0.15818181818181817,0.14363636363636365,0.14,0.09272727272727273,0.12363636363636364
InsectEPGRegularTrain,0.5783132530120482,0.18875502008032127,0.6024096385542169,0.570281124497992,0.15261044176706828,0.24096385542168675,0.24497991967871485,0.5742971887550201,0.606425702811245,0.24497991967871485,0.23293172690763053,0.24497991967871485,0.15261044176706828,0.24497991967871485,0.24497991967871485,0.24096385542168675,0.570281124497992,0.6024096385542169,0.24497991967871485,0.1927710843373494,0.570281124497992,0.24497991967871485,0.26907630522088355,0.20883534136546184,0.23694779116465864,0.6024096385542169,0.24497991967871485,0.5742971887550201,0.14859437751004015,0.15261044176706828
InsectEPGSmallTrain,0.5783132530120482,0.18473895582329317,0.17670682730923695,0.14457831325301204,0.14457831325301204,0.14457831325301204,0.5783132530120482,0.17670682730923695,0.17670682730923695,0.20080321285140562,0.17670682730923695,0.27710843373493976,0.14457831325301204,0.14457831325301204,0.5783132530120482,0.20481927710843373,0.6184738955823293,0.5421686746987951,0.5783132530120482,0.27710843373493976,0.17670682730923695,0.14457831325301204,0.5421686746987951,0.26907630522088355,0.5823293172690763,0.5582329317269076,0.14457831325301204,0.14859437751004015,0.5783132530120482,0.5783132530120482
